"source","destination","source_chain","destination_chain","source_address","destination_address","transaction_time_utc","source_lock_time_utc","destination_mint_time_utc","transaction_duration_seconds","transaction_duration_hh_mm_ss","transaction_amount","token_symbol","transaction_amount_usd","refunded_or_not","status","simplified_status","is_insufficient_fee","gas_paid","source_tx_hash","message_id","bridge_protocol","data_source"
"base : 0x34e904237341C3de02D4447C3fF0ca8880ca6484","Ethereum : 0x34e904237341C3de02D4447C3fF0ca8880ca6484","base","Ethereum","0x34e904237341C3de02D4447C3fF0ca8880ca6484","0x34e904237341C3de02D4447C3fF0ca8880ca6484","2026-08-31T10:09:47Z","2026-08-31T10:09:47Z","2026-08-31T10:33:59Z","1452","00:24:12",,,,"Not Refunded","executed","received","False","True","0x1a68de42ad8682a2115e4795efa009c49dad3b123ffa28c6e14c725b29f5e695","0x1a68de42ad8682a2115e4795efa009c49dad3b123ffa28c6e14c725b29f5e695-11","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1m8wg4vxkefhs374qxmmqpyusgz289wmulex5qdwpfx7jnrxzer5s9cv83q","binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis","binance","osmo1m8wg4vxkefhs374qxmmqpyusgz289wmulex5qdwpfx7jnrxzer5s9cv83q","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","2026-08-31T10:08:33Z","2026-08-31T10:08:33Z","2026-08-31T10:09:00Z","27","00:00:27","0.000587894801313767","axlBNB","0.40200246513835386","Pending Refund","executed","received","False","True","7B56715F56C6514DB396206AB23F205429D649E58C8DCFE8AEF42DB2EA530F24","0x91e8a17e3a687033c1dfc0d3d2643e063fc7d96e4a349df1515384627fa233f4-7095530","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","ethereum : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","ethereum","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-31T10:07:43Z","2026-08-31T10:07:43Z","2026-08-31T10:08:35Z","52","00:00:52","49189.944388402706","ATH","0","Pending Refund","executed","received","False","False","5C320A6063F3BE219318F1AAE3828CB84D1E81E3043B490402B2D0B3AD0664A5","0x5c320a6063f3be219318f1aae3828cb84d1e81e3043b490402b2d0b3ad0664a5-7095529","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"base : 0x569594F181ac9AbdE3eBf89954F3D3Af40d63600","Ethereum : 0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","base","Ethereum","0x569594F181ac9AbdE3eBf89954F3D3Af40d63600","0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","2026-08-31T10:05:59Z","2026-08-31T10:05:59Z","2026-08-31T10:33:59Z","1680","00:28:00","500.032435","axlUSDC","499.95042968066","Not Refunded","executed","received","False","True","0x2b0cd9d0900dada6e57a17a6f65ecd0191c2bcd97d19592c4c56c54882a52c33","0x2b0cd9d0900dada6e57a17a6f65ecd0191c2bcd97d19592c4c56c54882a52c33-11","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","xrpl-evm : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","xrpl-evm","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-31T10:04:09Z","2026-08-31T10:04:09Z","2026-08-31T10:04:41Z","32","00:00:32","4.682583","XRP","0","Pending Refund","executed","received","False","False","DD42A8F88EA1A9363AD78BEF9C27832328A48AFF9DE3F5A0BA86EC10333FBC5B","0xdd42a8f88ea1a9363ad78bef9c27832328a48aff9de3f5a0ba86ec10333fbc5b-7095470","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"xrpl : rfmS3zqrQrka8wVyhXifEeyTwe8AMz2Yhw","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","xrpl","axelar","rfmS3zqrQrka8wVyhXifEeyTwe8AMz2Yhw","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-31T10:03:42Z","2026-08-31T10:03:42Z","2026-08-31T10:04:09Z","27","00:00:27","4.682583","XRP","6.415138710000001","Pending Refund","executed","received","False","True","27eba39421c36d2d1a99dffbcf25cb0ea77a8dc927e2b9cccdb8a48e84deed3e","0x27eba39421c36d2d1a99dffbcf25cb0ea77a8dc927e2b9cccdb8a48e84deed3e","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"polygon : 0xD87E98798b1441c4b7fB7ABd918F90e42ae3D735","Base : 0x569594F181ac9AbdE3eBf89954F3D3Af40d63600","polygon","Base","0xD87E98798b1441c4b7fB7ABd918F90e42ae3D735","0x569594F181ac9AbdE3eBf89954F3D3Af40d63600","2026-08-31T10:03:10Z","2026-08-31T10:03:10Z","2026-08-31T10:04:03Z","53","00:00:53","47.084474","axlUSDC","47.076752146264","Not Refunded","executed","received","False","True","0x163510a190cee24025a474f2e050c133a8b4e9ee9a3642da905d62b60f3d7c7d","0x163510a190cee24025a474f2e050c133a8b4e9ee9a3642da905d62b60f3d7c7d-18","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1lulklm2d20j6r9raxvq5fm5m8km7cdhttny6yj","base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis","base","osmo1lulklm2d20j6r9raxvq5fm5m8km7cdhttny6yj","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T10:02:42Z","2026-08-31T10:02:42Z","2026-08-31T10:03:33Z","51","00:00:51","15.493854","axlUSDC","15.491313007944","Pending Refund","executed","received","False","True","4044C5A2F13E617BA1D8E0100663A852B7D9173D5F77E067552BFFF141D1DB2A","0xa549c14aedf1c607140a81aa27896111c081c6bc7a88f42392fd804fc606063f-7095438","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis","base","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T10:02:01Z","2026-08-31T10:02:01Z","2026-08-31T10:03:03Z","62","00:01:02","274.089578","axlUSDC","274.044627309208","Pending Refund","executed","received","False","True","3CC9F86F58E8E51AC465D917E5B0D6502E75A2CA8C28E64231F422C57B9E755D","0x3f9b681199620d0e140e06991d2656c64aea452387da832c44c28dcece738132-7095437","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Polygon : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance","Polygon","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T09:58:59Z","2026-08-31T09:58:59Z","2026-08-31T09:59:49Z","50","00:00:50","285.494055","axlUSDC","285.44095310577","Not Refunded","executed","received","False","True","0xf76b141a58f5b9291ce039e8efb34d13d4a0f96ace5c60da81af550153b6950c","0xf76b141a58f5b9291ce039e8efb34d13d4a0f96ace5c60da81af550153b6950c-13","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance","osmosis","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","2026-08-31T09:54:05Z","2026-08-31T09:54:05Z","2026-08-31T09:54:17Z","12","00:00:12","4684.56","AXL","218.43911213040002","Not Refunded","executed","received","False","True","0xc4f8ea1a039895300e8896037ca4a6b1024a811bb19dceaf6652362ef13045c0","0xc4f8ea1a039895300e8896037ca4a6b1024a811bb19dceaf6652362ef13045c0-3","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance","osmosis","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","2026-08-31T09:52:23Z","2026-08-31T09:52:23Z","2026-08-31T09:52:45Z","22","00:00:22","5042.77","AXL","238.09211630350003","Not Refunded","executed","received","False","True","0xe6cd6702db80296442cdea2b0d184753fed4e90a574501123ef6ee6210f9ae2b","0xe6cd6702db80296442cdea2b0d184753fed4e90a574501123ef6ee6210f9ae2b-3","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Polygon : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance","Polygon","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T09:50:42Z","2026-08-31T09:50:42Z","2026-08-31T09:51:28Z","46","00:00:46","2121.537457","axlUSDC","2121.19801100688","Not Refunded","executed","received","False","True","0x6b649a1601a7ae6fbe5a8366f20bd002c3ed838a1d2788b6ec7329957be51833","0x6b649a1601a7ae6fbe5a8366f20bd002c3ed838a1d2788b6ec7329957be51833-10","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis","binance","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","2026-08-31T09:50:28Z","2026-08-31T09:50:28Z","2026-08-31T09:51:00Z","32","00:00:32","5034.472759","AXL","237.70036580344347","Pending Refund","executed","received","False","True","AB9C9815612A611A778B4214D2887CAC931B467D511EA5D01E2C35FF2A6E8B3E","0x29ae9f3096ee23587ce6d93e53f8885bd7938259e64cd65be6a516d5cb786e51-7095436","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"base : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","base","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-31T09:49:41Z","2026-08-31T09:49:41Z","2026-08-31T10:13:08Z","1407","00:23:27","35602.106295096855","ALVA","87.08844833481413","Not Refunded","executed","received","False","True","0x30e64ba90ade992f210e1a4ff08061021b68f8ee52ca84c7629944ced0b7f3df","0x30e64ba90ade992f210e1a4ff08061021b68f8ee52ca84c7629944ced0b7f3df-13","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"arbitrum : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","arbitrum","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-31T09:49:39Z","2026-08-31T09:49:39Z","2026-08-31T10:07:43Z","1084","00:18:04","49189.944388402706","ATH","245.30976076552042","Not Refunded","executed","received","False","True","0xfa674ff1e7b33a38426524ca77b0af8dedaa0c528cb47038313d0b0ef507d06a","0xfa674ff1e7b33a38426524ca77b0af8dedaa0c528cb47038313d0b0ef507d06a-12","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","zigchain : zig126kn23lxurns83w2n59a7e0v2wprjdrrfv4xw8","ethereum","zigchain","0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","zig126kn23lxurns83w2n59a7e0v2wprjdrrfv4xw8","2026-08-31T09:43:59Z","2026-08-31T09:43:59Z","2026-08-31T09:59:48Z","949","00:15:49","50","ZIG","2.048533","Not Refunded","executed","received","False","True","0xdcc932060d17a77462f6f24dc252f34dff33c58541754e9989059af909ac4b3d","0xdcc932060d17a77462f6f24dc252f34dff33c58541754e9989059af909ac4b3d-5","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","filecoin : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","ethereum","filecoin","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T09:42:47Z","2026-08-31T09:42:47Z","2026-08-31T10:02:00Z","1153","00:19:13","216","USDC","215.963064","Not Refunded","executed","received","False","True","0x00819cc0f58afe4d650a1edbfe19423fddb3387df25d2926ca12632fd76bb77f","0x00819cc0f58afe4d650a1edbfe19423fddb3387df25d2926ca12632fd76bb77f-3","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","ethereum","binance","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T09:41:23Z","2026-08-31T09:41:23Z","2026-08-31T09:59:50Z","1107","00:18:27","50.03394","USDC","50.02538419626","Not Refunded","executed","received","False","True","0xf96de26bf76e1195973ba78912bbde9dda79cf87fefa7a29ae63007d666f118c","0xf96de26bf76e1195973ba78912bbde9dda79cf87fefa7a29ae63007d666f118c-13","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"polygon : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","immutable : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","polygon","immutable","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T09:38:55Z","2026-08-31T09:38:55Z","2026-08-31T09:39:35Z","40","00:00:40","22.312201","axlUSDC","22.308764921046002","Not Refunded","executed","received","False","True","0xace28f6ff3d8d62113f9cce1c8bbc00a0d48487344be7738a82d36c0f1dec66b","0xace28f6ff3d8d62113f9cce1c8bbc00a0d48487344be7738a82d36c0f1dec66b-21","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance","Ethereum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T09:38:45Z","2026-08-31T09:38:45Z","2026-08-31T09:40:47Z","122","00:02:02","49.841831","axlUSDC","49.834155358026","Not Refunded","executed","received","False","True","0x4a785e4a7a4331b470d4d5e73dcb4386d7d8b8f2c5597ca3d23d057f0d96928e","0x4a785e4a7a4331b470d4d5e73dcb4386d7d8b8f2c5597ca3d23d057f0d96928e-13","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis","binance","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","2026-08-31T09:37:07Z","2026-08-31T09:37:07Z","2026-08-31T09:37:35Z","28","00:00:28","5044.135045","AXL","232.06753866933298","Pending Refund","executed","received","False","True","E4AACFFFA1952E923A08A3B31066B382A65949822FAA2E0E125349FCF251F50F","0xafaf451f36659c09ca71c5bb806e0337a5601bd6f2ab491b96a9645f0a37587e-7095435","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0xCF4D1b59c43F0e19f7e0e0416067e999f12cd1e6","Polygon : 0x0b57997bf372e41ca1b027cb57da5b581f1b5678","ethereum","Polygon","0xCF4D1b59c43F0e19f7e0e0416067e999f12cd1e6","0x0b57997bf372e41ca1b027cb57da5b581f1b5678","2026-08-31T09:35:59Z","2026-08-31T09:35:59Z","2026-08-31T09:53:33Z","1054","00:17:34",,,,"Not Refunded","executed","received","False","True","0xe89846e5aebbcfdd640cf5505c3cb2d8ab3ce62fbde4adc978f610e61d963897","0xe89846e5aebbcfdd640cf5505c3cb2d8ab3ce62fbde4adc978f610e61d963897-8","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","immutable : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","ethereum","immutable","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","2026-08-31T09:22:35Z","2026-08-31T09:22:35Z","2026-08-31T09:40:55Z","1100","00:18:20",,,,"Not Refunded","executed","received","False","True","0xa7642f497bd4eaa88dfcf4c0e51f704e3d9fd9d9dcd339ae038ad6c26226e085","0xa7642f497bd4eaa88dfcf4c0e51f704e3d9fd9d9dcd339ae038ad6c26226e085-1","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","ethereum : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","ethereum","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-31T09:20:19Z","2026-08-31T09:20:19Z","2026-08-31T09:21:23Z","64","00:01:04","0.615","agETH",,"Pending Refund","executed","received","False","False","30E8BA6C605795C841F9940980754BC4831FC4B84CFB11D6837EDD2417D27019","0x30e8ba6c605795c841f9940980754bc4831fc4b84cfb11d6837edd2417d27019-7095434","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"polygon : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","immutable : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","polygon","immutable","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T09:18:36Z","2026-08-31T09:18:36Z","2026-08-31T09:19:21Z","45","00:00:45","0.470837","axlUSDC","0.470777674538","Not Refunded","executed","received","False","True","0x13616d416f3d3fc3a2e95c6fd8102e0263b2a14119d05a34f9203cf9bc1fa966","0x13616d416f3d3fc3a2e95c6fd8102e0263b2a14119d05a34f9203cf9bc1fa966-21","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"mantle : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","mantle","base","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T09:18:24Z","2026-08-31T09:18:24Z","2026-08-31T10:11:33Z","3189","00:53:09","0.034844","axlUSDC","0.034839609656","Not Refunded","executed","received","False","True","0x3dc11f6297f3ac4384493bb19d33426833bf79d0b89a4024dc1e21d9cac7b9c4","0x3dc11f6297f3ac4384493bb19d33426833bf79d0b89a4024dc1e21d9cac7b9c4-21","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis","binance","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","2026-08-31T09:17:16Z","2026-08-31T09:17:16Z","2026-08-31T09:17:45Z","29","00:00:29","5031.761215","AXL","232.80213120663396","Pending Refund","executed","received","False","True","36E03248EC03909AF993C151C0DFA571F32AFE735415BC8D700EF49A3D55247F","0x7285989cd5e371ef0cad02749ced24c044c30b880f5d8ae7351d011270e1ad00-7095428","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"immutable : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","Ethereum : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","immutable","Ethereum","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","2026-08-31T09:15:19Z","2026-08-31T09:15:19Z","2026-08-31T09:16:23Z","64","00:01:04",,,,"Not Refunded","executed","received","False","True","0x03b63ebd8b12e9e04fc71091d4e5814d8c74fb6406576a779f5a27d89610eba8","0x03b63ebd8b12e9e04fc71091d4e5814d8c74fb6406576a779f5a27d89610eba8-2","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis","base","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T09:13:38Z","2026-08-31T09:13:38Z","2026-08-31T09:14:33Z","55","00:00:55","5.304848","axlUSDC","5.304248552175999","Pending Refund","executed","received","False","True","977ABD7A2F7F2FF2499DEB1482A715400184BFA4EB34EE3FA211B237BC65079D","0x985bbbd8fd771a026d8d8f87777defbc7bc6235de069f5bbec709acd2c5f9146-7095427","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"fraxtal : 0xDC3D8e1Abe590BCa428a8a2FC4CfDbD1AcF57Bd9","Arbitrum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","fraxtal","Arbitrum","0xDC3D8e1Abe590BCa428a8a2FC4CfDbD1AcF57Bd9","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T09:09:05Z","2026-08-31T09:09:05Z","2026-08-31T09:41:23Z","1938","00:32:18","2.664202","axlUSDC","2.6639089377799996","Not Refunded","executed","received","False","True","0x377543091054628d853fc2c4e8e66828cca395d59940c155beae74dc5263ff0b","0x377543091054628d853fc2c4e8e66828cca395d59940c155beae74dc5263ff0b-14","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis","binance","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","2026-08-31T09:07:25Z","2026-08-31T09:07:25Z","2026-08-31T09:07:50Z","25","00:00:25","5047.571112","AXL","230.75289335488054","Pending Refund","executed","received","False","True","0E1585437A15E6AC4DA928A9BFE628CFF9292AB03522401225BD23A2780F7796","0x1a31270c815ed50d52ea5d3127247e96da1c655c02df8a68f9ddc22d04f8509e-7095426","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","Base : 0x569594F181ac9AbdE3eBf89954F3D3Af40d63600","ethereum","Base","0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","0x569594F181ac9AbdE3eBf89954F3D3Af40d63600","2026-08-31T09:06:11Z","2026-08-31T09:06:11Z","2026-08-31T09:22:03Z","952","00:15:52","499.919122","USDC","499.86413089658","Not Refunded","executed","received","False","True","0x79fb650846c2bab49cd601552db865e634f6cbfa85ffdd79bf3d41e66cb334b4","0x79fb650846c2bab49cd601552db865e634f6cbfa85ffdd79bf3d41e66cb334b4-11","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1m8wg4vxkefhs374qxmmqpyusgz289wmulex5qdwpfx7jnrxzer5s9cv83q","base : 0x569594F181ac9AbdE3eBf89954F3D3Af40d63600","osmosis","base","osmo1m8wg4vxkefhs374qxmmqpyusgz289wmulex5qdwpfx7jnrxzer5s9cv83q","0x569594F181ac9AbdE3eBf89954F3D3Af40d63600","2026-08-31T09:04:10Z","2026-08-31T09:04:10Z","2026-08-31T09:05:03Z","53","00:00:53","7.413804","axlUSDC","7.412869860696","Pending Refund","executed","received","False","True","6E62350B7D53991130FCBC9C4879B963523278E8E166A7929175F69B91623FB8","0x08a24a4b80aef9859a823bbc52bbf3288fc8b80a0c915b82d9e59614ec5da26d-7095425","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Polygon : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance","Polygon","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T09:01:39Z","2026-08-31T09:01:39Z","2026-08-31T09:02:27Z","48","00:00:48","71.346849","axlUSDC","71.33785929702601","Not Refunded","executed","received","False","True","0x318fbb1d88733ad7798f87d0a6c64fabcfe0d89747f762765bf8eb83130857ec","0x318fbb1d88733ad7798f87d0a6c64fabcfe0d89747f762765bf8eb83130857ec-13","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1m8wg4vxkefhs374qxmmqpyusgz289wmulex5qdwpfx7jnrxzer5s9cv83q","Ethereum : 0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","osmosis","Ethereum","osmo1m8wg4vxkefhs374qxmmqpyusgz289wmulex5qdwpfx7jnrxzer5s9cv83q","0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","2026-08-31T08:59:18Z","2026-08-31T08:59:18Z","2026-08-31T09:00:23Z","65","00:01:05","63.058326","axlUSDC","63.051578759118","Pending Refund","executed","received","False","True","4BD1C1C2A29F583D658E8302848CFB3D6F5EDFA691082D626BFE8681B2E903A2","0x86e2c34c06a148a4187c14c40e2d779c01ebd8c634338859a4c11c974888e38d-7095424","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
